"","X","DAY","MONTH","YEAR","LATITUDE.x","LONGITUDE.x","Depth","Magnitude","Magnitude.Type","FLAG_TSUNAMI","INTENSITY","COUNTRY","LOCATION_NAME","DEATHS","INJURIES","DAMAGE_MILLIONS_DOLLARS","HOUSES_DESTROYED","HOUSES_DAMAGED","TOTAL_MISSING","PeopleAffected","PropertyDamanged"
"453",453,18,3,1983,-4.883,153.581,88.8,7.6,"MS",1,7,"PAPUA NEW GUINEA","PAPUA NEW GUINEA:  NEW IRELAND",1,200,3600,400,900,70,271,1300
"454",454,18,3,1985,7.758,123.544,33,6.5,"MW",0,5,"PHILIPPINES","PHILIPPINES:  PAGADIAN,  ZAMBOANGA",2,25,2.2,30,5,6,33,35
"455",455,18,3,1987,32.034,131.837,54,6.7,"MW",1,7,"JAPAN","JAPAN:  KYUSHU:  MIYAZAKI, NAZE",2,5,2.625,8546,2230,138,145,10776
"456",456,18,4,1985,25.926,102.871,5,5.8,"MW",0,8,"CHINA","CHINA:  YUNNAN PROVINCE",23,300,1,400,6,1,324,406
"457",457,18,4,1990,1.186,122.857,25.7,7.8,"MW",0,6,"INDONESIA","INDONESIA:  MINAHASSA PENINSULA: BOLAANG-GORONTALO",3,25,1e+05,115,1140,1,29,1255
"458",458,18,4,1991,37.457,68.273,33,5.5,"MW",0,7,"AFGHANISTAN","AFGHANISTAN:  BADAKHSTAN PROVINCE",2,150,31,200,1000,138,290,1200
"459",459,18,4,1993,-11.652,-76.53,106.3,6.3,"MW",0,8,"PERU","PERU:  LIMA",6,100,2.1,113909,169632,17,123,283541
"460",460,18,4,2002,-27.535,-70.586,62,6.7,"MWB",0,5,"CHILE","CHILE:  COPIAPO, TALTAL",13,19,5,34,575,1,33,609
"461",461,18,4,2010,35.633,67.658,13,5.6,"MWC",0,8,"AFGHANISTAN","AFGHANISTAN:  SAMANGAN PROVINCE",11,70,2.1,2000,200,11,92,2200
"462",462,18,4,2014,17.397,-100.9723,24,7.2,"MWW",0,8,"MEXICO","MEXICO:  GUERRERO; MEXICO CITY",2,10,5600,544,127,15,27,671
"463",463,18,5,1980,46.2073333,-122.188,1.51,5.7,"MD",1,5,"USA","WASHINGTON:  MT ST HELENS",402,1,1,1000,994,11,414,1994
"464",464,18,5,1980,43.294,20.837,9,5.8,"MS",0,8,"SERBIA AND MONTENEGRO","BALKANS NW:  SERBIA",78,30,5,3000,340,15,123,3340
"465",465,18,5,2002,-2.907,33.733,10,5.5,"MWC",0,5,"TANZANIA","TANZANIA:  BUNDA",2,29,1,690,700,17,48,1390
"466",466,18,5,2016,0.4947,-79.616,29.95,6.9,"MWW",0,8,"ECUADOR","ECUADOR:  MANABI PROVINCE",1,162,4200,300,32,21,184,332
"467",467,18,6,1987,-10.707,162.326,73,6.3,"MW",1,6,"SOLOMON ISLANDS","SOLOMON ISLANDS",1,45,500,39700,43000,17,63,82700
"468",468,18,6,1993,-29.053,-176.753,15.6,6.6,"MW",1,7,"KERMADEC ISLANDS (NEW ZEALAND)","KERMADEC ISLANDS",6,100,2.1,43000,56425,700,806,99425
"469",469,18,6,1993,-28.866,-176.869,16.2,5.7,"MB",1,9,"KERMADEC ISLANDS (NEW ZEALAND)","KERMADEC ISLANDS",5000,2,410.9,105,20,17,5019,125
"470",470,18,6,1994,-42.963,171.658,13.6,6.8,"MW",0,6,"NEW ZEALAND","NEW ZEALAND:  SOUTH ISLAND:  CHRISTCHURCH",1,2000,1.714,959000,720,366,2367,959720
"471",471,18,6,2000,-13.802,97.453,10,7.9,"MWC",1,10,"AUSTRALIA","AUSTRALIA:  S, COCOS ISLANDS",5,40,753,2305,3,1,46,2308
"472",472,18,6,2007,34.437,50.833,5,5.5,"MWB",0,8,"IRAN","IRAN:  QOM",1,1543,1500,8000,1000,62,1606,9000
"473",473,18,6,2010,13.197,93.087,20,5.9,"MWC",0,5,"INDIA","INDIA:  ANDAMAN ISLANDS:  DIGLIPUR",11,100,5,14,1500,70,181,1514
"474",474,18,6,2013,54.263,86.173,9.9,5.6,"MB",0,8,"RUSSIA","RUSSIA:  KEMEROVO",1185,10,0.1,2539,500,15,1210,3039
"475",475,18,7,1969,38.31,119.572,10,6.9,"MW",0,9,"CHINA","CHINA:  BOHAI SEA",2,3000,14000,3000,20,1,3003,3020
"476",476,18,7,1986,10.77,-69.428,7.2,5.5,"MW",0,6,"VENEZUELA","VENEZUELA:  CHURUGUARA,  FALCON, LARA",1,19,35,30,20,9,29,50
"477",477,18,7,1990,36.99,29.595,17.2,5.5,"MW",0,7,"TURKEY","TURKEY:  CAMELI, DENIZLI",5,7,5,3000,393,138,150,3393
"478",478,18,7,1991,44.888,22.407,11.6,5.6,"MW",0,8,"ROMANIA","ROMANIA:  ORSAVA",2,10,24,30,615,11,23,645
"479",479,18,7,1992,39.419,143.33,28.6,6.9,"MW",1,9,"JAPAN","JAPAN:  HONSHU ISLAND",56,42,250,45,90,138,236,135
"480",480,18,7,2004,-38,176.51,5,5.6,"MWB",0,8,"NEW ZEALAND","NEW ZEALAND:  NORTH ISLAND:  ROTORUA, TAURANGA",1,2,5,58,5,1,4,63
"481",481,18,7,2015,-10.4012,165.1409,11,7,"MWW",1,3,"SOLOMON ISLANDS","SOLOMON ISLANDS",1,65,8,8000,15,200,266,8015
"482",482,18,8,1974,-38.453,-73.431,36,7.1,"MS",1,6,"CHILE","CHILE:  LA UNION, VALDIVIA",1,32,5,800,66800,1,34,67600
"483",483,18,8,1980,-1.948,-80.017,55,5.6,"MB",0,6,"ECUADOR","ECUADOR:  W, GUAYAQUIL",8,100,5,8000,40,1,109,8040
"484",484,18,8,1994,35.52,-0.106,8.7,5.9,"MW",0,8,"ALGERIA","ALGERIA:  MASCARA",171,97,796,1150,875,11,279,2025
"485",485,18,8,2003,29.573,95.605,33,5.5,"MWB",0,6,"CHINA","CHINA:  TIBET (XIZANG PROVINCE): BOMI,MEDOG,NYINGCHI",2,80,3.9,5385,56,138,220,5441
"486",486,18,8,2012,-1.315,120.096,10,6.3,"MWW",0,8,"INDONESIA","INDONESIA:  SULAWESI:  SIGI, PARIGI MOUNTONG",6,43,2000,471,1097,70,119,1568
"487",487,18,8,2014,32.703,47.695,10.2,6.2,"MWW",0,7,"IRAN","IRAN:  ABDANAN",98,60,5,80000,500000,1,159,580000
"488",488,18,9,1984,40.885,42.219,10,5.5,"MW",0,8,"TURKEY","TURKEY:  E, ERZURUM, OLUR-SENKAYA",3,38,60,75000,12000,62,103,87000
"489",489,18,9,1984,34.006,141.5,47.6,6.8,"MW",1,7,"JAPAN","JAPAN:  HONSHU ISLAND",133,584,85,200,90,138,855,290
"490",490,18,9,1991,14.646,-90.986,5,6.2,"MW",0,6,"GUATEMALA","GUATEMALA:  GUATEMALA CITY, PACHUTA, SOLOLA",25,200,5,154,1001,21,246,1155
"491",491,18,9,2009,6.513,124.715,10,5.7,"MWC",0,6,"PHILIPPINES","PHILIPPINES:  COTABATO, SULTAN KUDARAT",14,91,48,690,6,1,106,696
"492",492,18,9,2009,-9.138,115.593,79,5.7,"MWC",0,6,"INDONESIA","INDONESIA:  BALI:  DENPASAR",5,7,5,5385,8546,200,212,13931
"493",493,18,9,2011,27.73,88.155,50,6.9,"MWW",0,8,"INDIA","INDIA:  SIKKIM",111,177,22.3,6000,6000,1,289,12000
"494",494,19,1,1969,44.985,143.238,244.7,7,"MW",0,4,"JAPAN","JAPAN:  HOKKAIDO",1,4,74,66800,5,1,6,66805
"495",495,19,1,1975,32.455,78.43,33,6.8,"MS",0,7,"INDIA","INDIA:  KASHMIR:   KINNAUR DISTRICT",47,6,75,16,1027,15,68,1043
"496",496,19,1,1981,-4.576,139.232,33,6.7,"MS",0,7,"INDONESIA","INDONESIA:  NEW GUINEA:  IRIAN JAYA: JAYAWIJAYA MTS",305,30,5,100,200,6,341,300
"497",497,19,1,1995,5.05,-72.916,17.3,6.5,"MW",0,7,"COLOMBIA","COLOMBIA:  BOGOTA, MANIZALES, MIRAFLORES",7,60,1,512,20,21,88,532
"498",498,19,1,2005,34.064,141.491,27.8,6.6,"MWC",1,9,"JAPAN","JAPAN:  EAST COAST HONSHU",3,9,36.1,500,2230,11,23,2730
"499",499,19,10,1991,30.78,78.774,10.3,6.8,"MWB",0,8,"INDIA","INDIA:  CHAMOLI, UTTARKASHI, NEW DELHI, CHANDIGARH",2000,1800,60,7500,7500,6,3806,15000
"500",500,19,10,1995,28.094,130.148,19.7,6.8,"MW",1,6,"JAPAN","JAPAN:  RYUKU IS.",2,20,55,20,45,62,84,65
"501",501,19,10,1996,31.885,131.468,22,6.7,"MWC",1,8,"JAPAN","JAPAN:  KYUSHU ISLAND",3,5,2200,40,45,62,70,85
"502",502,19,10,2001,-4.102,123.907,33,7.5,"MWC",0,7,"INDONESIA","INDONESIA:  BANDA SEA",66794,30000,245,392000,400000,1,96795,792000
"503",503,19,11,1991,4.554,-77.442,21.3,7.2,"MW",0,6,"COLOMBIA","COLOMBIA:  CHACO, BUENAVENTURA, CALI",2,3399,232.3,191,28,1,3402,219
"504",504,19,11,1998,27.308,101.029,33,5.6,"MWC",0,7,"CHINA","CHINA:  SICHUAN PROVINCE: HUAPING, LIJIANG, NINGLAG",5,1543,70,12000,12000,138,1686,24000
"505",505,19,11,2008,8.267,-82.967,32,6.3,"MWC",0,6,"PANAMA","PANAMA:  PASO CANOA, DAVID, PUERTO ARMUELLES",98,1,25,107,815,70,169,922
"506",506,19,12,1977,30.954,56.473,31,5.8,"MS",0,5,"IRAN","IRAN:  BAB-TANGOL",584,1000,28,250,1500,21,1605,1750
"507",507,19,12,1980,34.587,50.652,33,5.8,"MS",0,8,"IRAN","IRAN:  N CENTRAL, TEHRAN",26,5,5,400,56,62,93,456
"508",508,19,12,1981,39.243,25.227,10,7.2,"MS",0,9,"GREECE","GREECE:  AEGEAN SEA:  LESBOS, SKIROS",2311,4,14000,30,593,200,2515,623
"509",509,19,12,1982,-24.133,-175.864,33,7.2,"MW",1,8,"TONGA","TONGA TRENCH",3,100,15,800,2,1,104,802
"510",510,19,12,2009,23.796,121.605,43,6.4,"MWC",0,5,"TAIWAN","TAIWAN:  HUALIEN",1,14,23.7,1500,287,28,43,1787
"511",511,19,12,2009,-10.108,33.818,6,6,"MWC",0,8,"MALAWI","MALAWI:  KARONGA",3,250,5,1111,1111,200,453,2222
"512",512,19,2,1967,-8.965,113.017,80,6.3,"MW",0,9,"INDONESIA","INDONESIA:  JAVA:  DAMPIT,GONDANG,TRENGGALEK",54,300,54,2000,5000,1,355,7000
"513",513,19,2,1968,39.368,24.957,15,7.2,"MW",1,10,"GREECE","GREECE:  AEGEAN SEA:  ST EUSTRATIOS",20,18,0.6,500,1951,62,100,2451
"514",514,19,2,2015,-16.4311,168.1483,10,6.4,"MWW",1,5,"VANUATU","VANUATU ISLANDS",1,483,4,1136,300,700,1184,1436
"515",515,19,3,1967,45.527,151.188,40,6.7,"MW",1,8,"RUSSIA","RUSSIA:  KURIL ISLANDS",11,10,130,14,90,15,36,104
"516",516,19,3,1976,36.607,67.785,33,5.6,"MB",0,8,"AFGHANISTAN","AFGHANISTAN:  HINDU-KUSH:  SHAMAGAN PROVINCE",50,123,4524.9,66800,15706,1,174,82506
"517",517,19,3,1978,17.026,-99.735,36,6.4,"MS",0,8,"MEXICO","MEXICO:  ACAPULCO",1,25,19.5,2000,1097,138,164,3097
"518",518,19,3,1984,40.32,63.35,14.5,7,"MW",0,9,"UZBEKISTAN","UZBEKISTAN:  GAZLI",8,100,5,294,2230,15,123,2524
"519",519,19,3,1995,-4.183,135.109,33,6.9,"MW",0,8,"INDONESIA","INDONESIA:  IRIAN JAYA REGION",1,108,23.7,1150,120,6,115,1270
"520",520,19,3,1996,39.993,76.696,28.2,6.3,"MWC",0,4,"CHINA","CHINA:  S. XINJIANG:   ARTUX, JIASHI, BACHU, KASHI",24,128,24,15314,90,1,153,15404
"521",521,19,3,1998,39.977,76.731,33,5.6,"MWC",0,7,"CHINA","CHINA:  SOUTHERN XINJIANG: ARTUX, KASHGAR",3,7,6.5,400,45,15,25,445
"522",522,19,3,2009,-23.043,-174.66,31,7.6,"MWC",1,7,"TONGA","TONGA ISLANDS",20,200,5,800,60000,1,221,60800
"523",523,19,4,2013,46.221,150.788,110,7.2,"MWW",1,10,"RUSSIA","RUSSIA:  KURIL ISLANDS",1,2,269,10000,300,62,65,10300
"524",524,19,5,2009,25.291,37.74,5,5.7,"MWB",0,8,"SAUDI ARABIA","SAUDI ARABIA: WESTERN",3,7,8,107,3500,1,11,3607
"525",525,19,6,1970,-22.261,-70.276,60,6.5,"MW",1,5,"CHILE","CHILE:  NORTHERN",18,5,0.5,60,10044,1,24,10104
"526",526,19,6,1982,13.313,-89.339,81.6,6.2,"MB",0,7,"EL SALVADOR","EL SALVADOR:  SAN SALVADOR; GUATEMALA",43,5,5,100,1900,9,57,2000
"527",527,19,6,1988,12.376,121.067,16.7,6.2,"MW",0,7,"PHILIPPINES","PHILIPPINES:  MINDORO:  SAN JOSE, CALAPAN",2,2,1.75,2,1500,70,74,1502
"528",528,19,7,2008,37.552,142.214,22,7,"MWC",1,6,"JAPAN","JAPAN:  OFF EAST COAST OF HONSHU ISLAND",24,300,200,35,12,1,325,47
"529",529,19,7,2011,40.081,71.41,20,6.1,"MWW",0,7,"UZBEKISTAN","UZBEKISTAN:  FARGONA, VIOLYATI",14,86,10,690,100,15,115,790
"530",530,19,8,1966,39.235,41.572,24.7,6.8,"MW",0,9,"TURKEY","TURKEY:  VARTO",2394,5,20,300,1027,9,2408,1327
"531",531,19,8,1977,-11.085,118.464,33,7.9,"MS",1,9,"INDONESIA","INDONESIA:  SUNDA ISLANDS",1,40,8,23,1000,200,241,1023
"532",532,19,8,1992,42.142,73.575,27.4,7.3,"MWB",0,9,"KYRGYZSTAN","KYRGYZSTAN:  TOLUK",75,400,130,8200,2000,11,486,10200
"533",533,19,8,2002,-21.696,-179.513,580,7.7,"MWC",0,4,"FIJI","FIJI ISLANDS",1,27,2.1,108226,73342,1,29,181568
"534",534,19,8,2002,-23.884,178.495,675.4,7.7,"MWC",0,4,"FIJI","FIJI ISLANDS",1,5,2.1,264878,127000,1,7,391878
"535",535,19,8,2016,-55.2852,-31.8766,10,7.4,"MWW",1,8,"SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS","SOUTH SANDWICH ISLANDS",1,9,5,800,15706,17,27,16506
"536",536,19,9,1979,42.812,13.061,16,5.9,"MB",0,8,"ITALY","ITALY:  CENTRAL:  UMBRIA",5,5000,450,43719,2500,138,5143,46219
"537",537,19,9,1985,18.19,-102.533,27.9,8,"MW",1,9,"MEXICO","MEXICO:  MICHOACAN:  MEXICO CITY",9500,30000,4000,264878,273796,366,39866,538674
"538",538,19,9,2011,14.186,-90.238,9,5.6,"MWR",0,7,"GUATEMALA","GUATEMALA:  CUILAPA SANTA ROSA",1,119,20,100,815,70,190,915
"539",539,2,1,2002,-17.6,167.856,21,7.2,"MWC",1,7,"VANUATU","VANUATU ISLANDS:  EFATE, PORT VILA",1,123,0.5,400,181665,200,324,182065
"540",540,2,10,1987,-8.143,-77.954,19.8,5.6,"MW",0,4,"PERU","PERU:  SANTAOG DE CHUCO, TRUJILLO, CHIMBOTE",3,104,5,3000,41000,17,124,44000
"541",541,2,10,2000,-7.977,30.709,34,6.5,"MWB",0,8,"TANZANIA","TANZANIA:  NKANSI, RUKWA",120,6,5,7,150,200,326,157
"542",542,2,11,1972,-20.122,168.949,20,7,"MW",0,5,"NEW CALEDONIA","NEW CALEDONIA:  LOYALTY ISLANDS:  TANNA, ANATOM",1,12,0.4,300,127,6,19,427
"543",543,2,11,1979,-7.656,108.252,62,6.1,"MB",0,9,"INDONESIA","INDONESIA:  JAVA",30,200,16,65,70,6,236,135
"544",544,2,11,2002,2.824,96.085,30,7.4,"MWB",0,6,"INDONESIA","INDONESIA:  SUMATERA:  SIMEULUE",3,65,450,34,994,21,89,1028
"545",545,2,11,2004,49.277,-128.772,10,6.7,"MWB",1,10,"CANADA","CANADA:  VANCOUVER ISLAND",2220,7,3.7,300,393,1,2228,693
"546",546,2,12,1972,6.405,126.64,60,8,"MW",1,6,"PHILIPPINES","PHILIPPINES:  MINDANAO, DAVAO",1,30,100,10000,685,21,52,10685
"547",547,2,12,1991,45.498,21.115,9,5.5,"MW",0,8,"ROMANIA","ROMANIA:  VOITEG, DETA, BANLOC",49,29,80,1200,5000,62,140,6200
"548",548,2,12,1996,31.789,131.314,49.2,6.7,"MWC",1,8,"JAPAN","JAPAN:  KYUSHU",1,400,16200,8200,22,15,416,8222
"549",549,2,12,2002,37.747,21.087,10,5.7,"MWC",0,8,"GREECE","GREECE:  MEGALOPOLIS, VARTHOLOMION",87,17,8,8,100,62,166,108
"550",550,2,12,2004,10.49,-61.48,49,5.8,"MWC",0,6,"TRINIDAD AND TOBAGO","TRINIDAD:  MAYARO",3,1200,3.5,9350,1111,21,1224,10461
"551",551,2,2,1975,53.113,173.497,10,7.6,"MS",0,9,"USA","ALASKA:  ALEUTIAN ISLANDS:  NEAR ISLANDS",3,1,35,300,1390,1,5,1690
"552",552,2,2,1985,28.399,52.997,36.8,5.5,"MW",0,8,"IRAN","IRAN:  S, FIRUZABAD-JAHROM",1,80,4.15,1500,2214,62,143,3714
"553",553,2,2,2012,-17.827,167.133,23,7.1,"MWW",1,9,"VANUATU","VANUATU ISLANDS",1,2000,0.9,4000,71,200,2201,4071
"554",554,2,3,1987,-37.965,176.765,19.2,6.5,"MW",0,10,"NEW ZEALAND","NEW ZEALAND:  NORTH ISLAND, WHAKATANI, EDGECUMBE",1,25,210,328,2000,366,392,2328
"555",555,2,3,2016,-4.9521,94.3299,24,7.8,"MWW",1,6,"INDONESIA","INDONESIA: SUMATRA:",1,27,130,800,6615,9,37,7415
"556",556,2,4,1977,-16.696,-172.095,33,7.6,"MS",1,6,"SAMOA","SAMOA ISLANDS:  APIA",2,15,1.5,300,15700,1,18,16000
"557",557,2,5,1971,51.396,-177.318,24.2,7,"MW",1,6,"USA","ALASKA:  ANDREANOF ISLANDS",2220,5000,500,287,2214,138,7358,2501
"558",558,2,5,1983,36.24,-120.3,12,6.3,"MWC",0,8,"USA","CALIFORNIA:  CENTRAL, COALINGA",1476,45,31,500,12000,9,1530,12500
"559",559,2,5,1983,36.2316667,-120.312,9.578,6.7,"ML",0,8,"USA","CALIFORNIA:  CENTRAL, COALINGA",5,45,31,500,800,62,112,1300
"560",560,2,5,2015,31.5293,140.213,10,5.7,"MWC",1,7,"JAPAN","JAPAN:  HONSHU:  S. OF",74,6,4,287,5192,28,108,5479
"561",561,2,6,1979,-30.812,117.179,6,6.1,"MS",0,7,"AUSTRALIA","AUSTRALIA:  WESTERN",1,400,1.5,66800,500000,17,418,566800
"562",562,2,6,1994,-10.477,112.835,18.4,7.8,"MW",1,5,"INDONESIA","INDONESIA:  JAVA",1,3,5600,781,15,200,204,796
"563",563,2,6,2007,23.028,101.052,5,6.1,"MWB",0,8,"CHINA","CHINA:  YUNNAN PROVINCE:  NING'ER",3,329,310,526,800,5,337,1326
"564",564,2,6,2009,-17.757,167.949,15,6.3,"MWC",0,7,"VANUATU","VANUATU ISLANDS:  TONGOA",1,4,6.5,97294,15706,700,705,113000
"565",565,2,6,2013,23.789,121.141,17,6.2,"MWW",0,9,"TAIWAN","TAIWAN:  JENAI",4,21,17,84,1000,28,53,1084
"566",566,2,7,1965,52.99,-167.739,45,7.8,"MW",1,10,"USA","ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS",200,15,1000,800,100,15,230,900
"567",567,2,7,1972,30.051,50.889,20,5.6,"MW",0,2,"IRAN","IRAN:  MISHAN-E-MARKAZI,TALKHAB,MISHAN SOFLA",5,2,5,6,8229,1,8,8235
"568",568,2,7,2013,4.645,96.665,13,6.1,"MWW",0,7,"INDONESIA","INDONESIA:  BANDA ACEH",42,2500,1,20401,2500,6,2548,22901
"569",569,2,8,1968,16.519,-97.739,25,7.3,"MW",0,7,"MEXICO","MEXICO:  OAXACA, GUERRERO",18,5,2.4,544,41,28,51,585
"570",570,2,8,1971,41.415,143.416,54.8,7.1,"MW",1,8,"JAPAN","JAPAN TRENCH",14,584,0.3,300,100,62,660,400
"571",571,2,8,2007,47.116,141.798,5,6.2,"MWB",1,8,"RUSSIA","RUSSIA:  TATAR STRAIT",2,12,0.92,11,20,62,76,31
"572",572,2,8,2007,51.307,-179.971,21,6.7,"MWC",1,8,"USA","ALASKA:  ALEUTIAN ISLANDS",5000,10500,233,45,685,6,15506,730
"573",573,2,9,1992,11.742,-87.34,44.8,7.7,"MW",1,8,"NICARAGUA","NICARAGUA:  MASACHAPA; COSTA RICA",1,3,5000,300,70,28,32,370
"574",574,2,9,2007,-11.61,165.762,35,7.2,"MWC",1,6,"SOLOMON ISLANDS","SOLOMON ISLANDS:  SANTA CRUZ ISLANDS",36,483,5600,200,6281,1,520,6481
"575",575,2,9,2009,-7.782,107.297,46,7,"MWC",0,8,"INDONESIA","INDONESIA:  JAVA",81,1297,4,5500,685,200,1578,6185
"576",576,2,9,2011,52.171,-171.708,32,6.9,"MWW",1,9,"USA","ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS",5000,1948,58.35,544,90,17,6965,634
"577",577,20,1,1982,6.946,94.002,18.9,6.3,"MS",0,2,"INDIA","INDIA:  LITTLE NICOBAR ISLAND",5,8,1,526,22,6,19,548
"578",578,20,1,2003,-10.491,160.77,33,7.3,"MWC",1,6,"SOLOMON ISLANDS","SOLOMON ISLANDS:  HONIARA, SAN CRISTOBAL",5,4723,10,113909,100000,6,4734,213909
"579",579,20,1,2014,-40.6595,175.8144,28,6.1,"MWW",0,7,"NEW ZEALAND","NEW ZEALAND:  WELLINGTON",1,65,5.75,66800,500000,200,266,566800
"580",580,20,10,1979,-8.254,115.847,38,6.2,"MS",0,8,"INDONESIA","INDONESIA:  SUMBAWA ISLAND",2,40,74,4000,700,70,112,4700
"581",581,20,10,1986,-28.117,-176.367,29.1,7.7,"MW",1,7,"KERMADEC ISLANDS (NEW ZEALAND)","KERMADEC ISLANDS:  RAOUL",1,25,36,300,66800,17,43,67100
"582",582,20,10,1990,37.093,103.781,11.7,5.7,"MW",0,4,"CHINA","CHINA:  GANSU PROVINCE:  TIANZHU",7,92,660,87000,15706,138,237,102706
"583",583,20,10,2005,38.152,26.751,10,5.9,"MWB",0,8,"TURKEY","TURKEY:  IZMIR",1,15,0.4,11,150,15,31,161
"584",584,20,10,2006,-13.457,-76.677,23,6.7,"MWC",0,4,"PERU","PERU:  CENTRAL",2,45,25,800,40,6,53,840
"585",585,20,11,1989,29.892,57.718,18.4,5.9,"MW",0,6,"IRAN","IRAN:  SHAHDAD, KERMAN PROVINCE",3,45,2500,400,300,1,49,700
"586",586,20,11,2002,35.414,74.515,33,6.3,"MWC",0,6,"PAKISTAN","PAKISTAN:  DASHKIN, DOIAN, MUSHKIN",19,40,30,100,100,11,70,200
"587",587,20,11,2004,9.602,-84.172,16,6.4,"MWB",0,3,"COSTA RICA","COSTA RICA:  SAN JOSE, PARRITA, QUEPOS",8,123,1,526,150,9,140,676
"588",588,20,12,2007,-39.011,178.291,20,6.6,"MWC",0,7,"NEW ZEALAND","NEW ZEALAND:  OFF COAST NORTH ISLAND",1,10500,300,3,820,366,10867,823
"589",589,20,12,2007,39.417,33.212,10,5.7,"MWC",0,8,"TURKEY","TURKEY:  CENTRAL:  YENIYAPAN, ABAZLAR, SUYUGUZEL",1,2,1700,680,1200,62,65,1880
"590",590,20,12,2010,28.412,59.18,12,6.7,"MWC",0,8,"IRAN","IRAN:  KERMAN",7,25,2700,1000,1800,1,33,2800
"591",591,20,2,1978,38.785,141.949,60,6.1,"MB",0,8,"JAPAN","JAPAN:  OFUNATO, TOHOKU",114,30,5,28417,300,138,282,28717
"592",592,20,2,1979,40.232,143.703,10,6.4,"MS",1,8,"JAPAN","IWATE, JAPAN",5,1948,1,8229,544,62,2015,8773
"593",593,20,2,1990,34.706,139.252,14.2,6.4,"MW",1,8,"JAPAN","JAPAN:  NEAR S. COAST OF HONSHU",14,8,8000,2992,126,11,33,3118
"594",594,20,2,1998,36.479,71.086,235.6,6.4,"MWB",0,4,"AFGHANISTAN","AFGHANISTAN-TAJIKISTAN:  YAR HUSAIN, ASTOR",1,11,5,35,20,1,13,55
"595",595,20,2,2008,2.768,95.964,26,7.4,"MWC",0,9,"INDONESIA","INDONESIA:  SUMATERA:  ACEH PROVINCE",3,25,16200,544,8063,5,33,8607
"596",596,20,2,2009,34.203,73.9,12,5.5,"MWC",0,5,"PAKISTAN","PAKISTAN; INDIA:  KASHMIR",3,44,226.8,8561,10533,28,75,19094
"597",597,20,3,1966,0.622,29.863,29.3,6.6,"MW",0,7,"UGANDA","UGANDA:  KICHWAMBA, BONDIBOGYO",140,200,1.5,30,20000,70,410,20030
"598",598,20,3,1972,-6.855,-76.726,55,6.4,"MW",0,9,"PERU","PERU:  JUANJUI",7,50,20,500,15,17,74,515
"599",599,20,3,2005,33.807,130.131,10,6.6,"MWC",0,5,"JAPAN","JAPAN:  KYUSHU:  FUKUOKA, GENKAI",1,500,0.92,65,2000,62,563,2065
"600",600,20,3,2008,35.49,81.467,10,7.2,"MWC",0,8,"CHINA","CHINA:  XINJIANG PROVINCE",8,556,5200,2200,1951,138,702,4151
"601",601,20,3,2012,16.493,-98.231,20,7.4,"MWW",1,8,"MEXICO","MEXICO:  GUERRERO, OAXACA",2,13,30,800,700,15,30,1500
"602",602,20,4,1975,33.19,131.3,7,6.1,"MS",0,6,"JAPAN","JAPAN:  OITA, AROSAN",1,8,233,769,1951,11,20,2720
"603",603,20,4,1977,-9.828,160.323,33,6.7,"MS",1,6,"SOLOMON ISLANDS","SOLOMON ISLANDS",34,600,5,518,25,1,635,543
"604",604,20,4,1977,-9.89,160.348,19,7.5,"MS",1,7,"SOLOMON ISLANDS","SOLOMON ISLANDS",1,77,55,20,200,9,87,220
"605",605,20,4,1977,-9.844,160.822,33,7.5,"MS",0,4,"SOLOMON ISLANDS","SOLOMON ISLANDS",5,40,36.1,5000,120,70,115,5120
"606",606,20,4,2006,60.949,167.089,22,7.6,"MWC",0,11,"RUSSIA","RUSSIA:  KORYAKSKIY",2,40,55,8546,90,1,43,8636
"607",607,20,4,2013,30.308,102.888,14,6.6,"MWW",0,8,"CHINA","CHINA:  SICHUAN PROVINCE:  LONGMEN",196,11470,55,25000,700,21,11687,25700
"608",608,20,4,2015,24.2026,122.3158,29,6.4,"MWW",0,7,"TAIWAN","TAIWAN:  TAIPEI",1,1,1,781,1,15,17,782
"609",609,20,5,1986,24.125,121.619,19.3,6.2,"MW",0,7,"TAIWAN","TAIWAN:  HUALIEN",1,5,1,108226,12000,138,144,120226
"610",610,20,5,1990,5.121,32.145,14.9,7.2,"MW",0,9,"SUDAN","SUDAN:  JUBA, MAYA;  UGANDA: NAKURA",31,16,1,200,71,70,117,271
"611",611,20,5,1992,33.377,71.317,16.3,6.3,"MWB",0,8,"PAKISTAN","PAKISTAN:  PESHAWAR, KOHAT, SHAKKAR KHEL",36,100,20,400,20,138,274,420
"612",612,20,5,2012,44.89,11.23,6.3,6,"MWW",0,9,"ITALY","ITALY:  EMILIA ROMAGNA:  MIRANDOLA",7,190,12,512,1001,1,198,1513
"613",613,20,6,1978,40.739,23.229,3,6.4,"MS",1,8,"GREECE","GREECE: THESSALONIKI",50,115,250,191,1,15,180,192
"614",614,20,6,1990,36.957,49.409,18.5,7.4,"MW",0,7,"IRAN","IRAN:  RASHT, QAZVIN, ZANJAN,  RUDBAR, MANJIL",50000,105000,8000,400000,273796,17,155017,673796
