"","DAY","MONTH","YEAR","LATITUDE","LONGITUDE","Date","Time","Type","Depth","Depth.Error","Depth.Seismic.Stations","Magnitude","Magnitude.Type","Magnitude.Error","Magnitude.Seismic.Stations","Azimuthal.Gap","Horizontal.Distance","Horizontal.Error","Root.Mean.Square","ID","Source","Location.Source","Magnitude.Source","Status","I_D","FLAG_TSUNAMI","HOUR","MINUTE","SECOND","FOCAL_DEPTH","EQ_PRIMARY","EQ_MAG_MW","EQ_MAG_MS","EQ_MAG_MB","EQ_MAG_ML","EQ_MAG_MFA","EQ_MAG_UNK","INTENSITY","COUNTRY","STATE","LOCATION_NAME","REGION_CODE","DEATHS","DEATHS_DESCRIPTION","MISSING","MISSING_DESCRIPTION","INJURIES","INJURIES_DESCRIPTION","DAMAGE_MILLIONS_DOLLARS","DAMAGE_DESCRIPTION","HOUSES_DESTROYED","HOUSES_DESTROYED_DESCRIPTION","HOUSES_DAMAGED","HOUSES_DAMAGED_DESCRIPTION","TOTAL_DEATHS","TOTAL_DEATHS_DESCRIPTION","TOTAL_MISSING","TOTAL_MISSING_DESCRIPTION","TOTAL_INJURIES","TOTAL_INJURIES_DESCRIPTION","TOTAL_DAMAGE_MILLIONS_DOLLARS","TOTAL_DAMAGE_DESCRIPTION","TOTAL_HOUSES_DESTROYED","TOTAL_HOUSES_DESTROYED_DESCRIPTION","TOTAL_HOUSES_DAMAGED","TOTAL_HOUSES_DAMAGED_DESCRIPTION"
"56","10","6","2012",36.42,28.88,"6/10/2012","12:44:17","Earthquake",35,NA,529,6,"MWW",NA,NA,40.6,NA,NA,NA,"USP000JMKJ","US","ATH","US","Reviewed",9921,"",12,44,16.5,35,6.1,6.1,5.9,5.8,NA,NA,NA,NA,"TURKEY","","TURKEY:  FETHIYE; GREECE:  RHODES",140,NA,NA,NA,NA,6,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,6,1,NA,1,NA,NA,NA,2
"57","10","7","1993",9.821,-83.622,"7/10/1993","20:40:59","Earthquake",19.5,NA,NA,5.8,"MW",NA,NA,NA,NA,NA,1.3,"USP0005VXF","US","US","HRV","Reviewed",5356,"",20,40,58.9,20,5.8,5.8,5.6,5.3,NA,NA,NA,NA,"COSTA RICA","","COSTA RICA:  TURRIALBA, CARTAGO",100,2,1,NA,NA,9,1,NA,1,NA,NA,NA,NA,2,1,NA,NA,9,1,NA,1,NA,NA,NA,NA
"58","10","7","2003",28.355,54.169,"7/10/2003","17:06:38","Earthquake",10,NA,475,5.8,"MWC",NA,NA,45.4,NA,NA,0.93,"USP000C251","US","US","HRV","Reviewed",5705,"",17,6,37.6,10,5.8,5.8,5.5,5.9,NA,NA,NA,NA,"IRAN","","IRAN:  SOUTHERN: GAJJIABAD",140,1,1,NA,NA,25,1,NA,3,3500,4,3500,4,1,1,NA,NA,25,1,NA,3,3500,4,NA,NA
"59","10","7","2011",38.034,143.264,"7/10/2011","0:57:11","Earthquake",23,NA,531,7,"MWW",NA,NA,12.4,NA,NA,1.04,"USP000J4GP","US","US","US","Reviewed",9823,"Tsu",0,57,10.8,23,7,7,7,6.6,NA,NA,NA,NA,"JAPAN","","JAPAN:  HONSHU:  E COAST",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","10","8","2009",34.743,138.264,"8/10/2009","20:07:09","Earthquake",40.4,6,163,6.2,"MWR",NA,NA,30.6,NA,NA,0.94,"USP000H05Y","US","US","NIED","Reviewed",8377,"Tsu",20,7,9.1,40,6.4,6.4,NA,6.1,NA,NA,NA,NA,"JAPAN","","JAPAN:  HONSHU:  S COAST",30,1,1,NA,NA,123,3,NA,3,NA,NA,5192,4,1,1,NA,NA,123,3,NA,3,NA,NA,5192,4
"61","10","8","2010",-17.541,168.069,"8/10/2010","5:23:45","Earthquake",25,NA,405,7.3,"MWC",NA,NA,20.2,NA,NA,1.25,"USP000HHUC","US","US","US","Reviewed",9452,"Tsu",5,23,44.9,25,7.2,7.2,7.3,6.4,NA,NA,NA,7,"VANUATU","","VANUATU ISLANDS",170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","10","9","1993",14.717,-92.645,"9/10/1993","19:12:55","Earthquake",34.1,NA,NA,7.2,"MW",NA,NA,NA,NA,NA,1.3,"USP0006030","US","US","HRV","Reviewed",5362,"",19,12,54.6,34,7.2,7.2,7.3,6.2,NA,NA,NA,NA,"GUATEMALA","","GUATEMALA:  SOUTHWEST; MEXICO:  CHIAPAS",100,1,1,NA,NA,3,1,NA,2,NA,NA,NA,NA,1,1,NA,NA,3,1,NA,2,NA,NA,NA,NA
"63","10","9","2006",26.319,-86.606,"9/10/2006","14:56:08","Earthquake",14,NA,590,5.9,"MWC",NA,NA,46.9,NA,NA,0.83,"USP000ESV9","US","US","GCMT","Reviewed",7370,"",14,56,8.1,14,5.8,5.8,5.5,5.9,NA,NA,NA,NA,"MEXICO","","GULF OF MEXICO",90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","10","9","2008",26.743,55.828,"9/10/2008","11:00:34","Earthquake",12,NA,500,6.1,"MWC",NA,NA,20.3,NA,NA,1,"USP000GGSG","US","US","GCMT","Reviewed",8133,"",11,0,34,12,6.1,6.1,6,6.1,NA,NA,NA,NA,"IRAN","","IRAN:  HORMOZGAN PROVINCE",140,7,1,NA,NA,45,1,NA,3,NA,3,NA,3,7,1,NA,NA,45,1,NA,3,NA,3,NA,3
"65","11","1","1982",13.752,124.358,"1/11/1982","6:10:06","Earthquake",45.7,3.7,NA,7.1,"MS",NA,19,NA,NA,NA,1.1,"USP0001HZE","US","US","US","Reviewed",4936,"Tsu",6,10,6.4,46,7.1,NA,7.1,6,NA,NA,NA,7,"PHILIPPINES","","PHILIPPINES:  VIRAC, CATANDUANES",170,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"66","11","1","1997",18.219,-102.756,"1/11/1997","20:28:26","Earthquake",33,NA,NA,7.2,"MWB",NA,NA,NA,NA,NA,1.09,"USP0007VRX","US","US","US","Reviewed",5444,"",20,28,26,33,7.2,7.2,6.9,6.5,NA,NA,NA,NA,"MEXICO","","MEXICO:  MICHOACAN, ARTEAGA",150,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","11","10","1975",-24.894,-175.119,"10/11/1975","14:35:15","Earthquake",9,NA,NA,7.8,"MS",NA,NA,NA,NA,NA,NA,"USP0000D42","US","US","US","Reviewed",4702,"",14,35,15,9,7.8,NA,7.8,7,NA,NA,NA,NA,"TONGA","","TONGA ISLANDS:  S OF TONGA",170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","11","10","1986",37.931,28.574,"10/11/1986","9:00:11","Earthquake",5,NA,NA,5.7,"MW",NA,NA,NA,NA,NA,1.1,"USP0002YUV","US","US","HRV","Reviewed",5113,"",9,0,10.5,5,5.5,NA,5.5,5.5,NA,NA,NA,NA,"TURKEY","","TURKEY:  AYDIN, DENIZLI-IZMIR-MANISA",140,NA,NA,NA,NA,3,1,NA,1,50,1,NA,NA,NA,NA,NA,NA,3,1,NA,2,50,1,NA,NA
"69","11","10","2008",43.372,46.254,"10/11/2008","9:06:11","Earthquake",16,NA,472,5.8,"MWC",NA,NA,34.2,NA,NA,1.05,"USP000GJY6","US","US","GCMT","Reviewed",8162,"",9,6,10.7,16,5.7,5.7,5.5,5.6,NA,NA,NA,NA,"RUSSIA","","RUSSIA:  CAUCASUS:  CHECHNYA",40,13,1,NA,NA,100,2,NA,3,NA,NA,1027,4,13,1,NA,NA,100,2,NA,3,NA,NA,1027,4
"70","11","11","1999",40.744,30.266,"11/11/1999","14:41:26","Earthquake",22,NA,NA,5.7,"MWB",NA,NA,NA,NA,NA,NA,"USP0009HD3","US","ISK","US","Reviewed",5542,"",14,41,25.6,22,5.7,5.7,5.5,5.5,NA,NA,NA,NA,"TURKEY","","TURKEY:  ADAPAZARI, KOCEALI, GOLCUK",140,2,1,NA,NA,171,3,NA,NA,NA,NA,NA,NA,2,1,NA,NA,171,3,NA,NA,NA,NA,NA,NA
"71","11","11","2004",-8.152,124.868,"11/11/2004","21:26:41","Earthquake",10,NA,301,7.5,"MWC",NA,NA,33.8,NA,NA,1.07,"USP000D85G","US","US","HRV","Reviewed",5810,"Tsu",21,26,41.1,10,7.5,7.5,7.3,6.5,NA,NA,NA,NA,"INDONESIA","","INDONESIA:  KEPULAUAN ALOR",170,34,1,NA,NA,400,3,NA,3,781,3,16712,4,34,1,NA,NA,400,3,NA,3,781,3,16712,4
"72","11","11","2012",23.005,95.885,"11/11/2012","1:12:39","Earthquake",13.7,3.7,391,6.8,"MWW",NA,NA,13.7,NA,NA,1.05,"USP000JVBQ","US","US","US","Reviewed",9943,"",1,12,38.8,14,6.8,6.8,6.7,6.3,NA,NA,NA,NA,"MYANMAR (BURMA)","","MYANMAR (BURMA):  SHWEBO",60,26,1,NA,NA,230,3,NA,2,251,3,NA,NA,26,1,NA,NA,230,3,NA,2,251,3,NA,NA
"73","11","12","1999",15.766,119.74,"12/11/1999","18:03:36","Earthquake",33,NA,NA,7.3,"MWC",NA,NA,NA,NA,NA,1,"USP0009JR8","US","US","HRV","Reviewed",5548,"",18,3,36.4,33,7.3,7.3,7.1,6.5,NA,NA,NA,7,"PHILIPPINES","","PHILIPPINES:  S LUZON:  MANILA, SANTA CRUZ",170,5,1,NA,NA,40,1,1.794,2,NA,NA,NA,NA,5,1,NA,NA,40,1,1.794,2,NA,NA,NA,NA
"74","11","2","1984",38.396,22.094,"2/11/1984","8:02:52","Earthquake",28.7,2.2,NA,5.6,"MW",NA,NA,NA,NA,NA,1.2,"USP00021W5","US","US","HRV","Reviewed",6817,"Tsu",8,2,51.5,29,5.4,NA,5.4,5.3,5.1,NA,NA,NA,"GREECE","","GREECE:  MANAGOULI-AIYION",130,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"75","11","2","1999",34.259,69.364,"2/11/1999","14:08:52","Earthquake",33,NA,NA,6,"MWC",NA,NA,NA,NA,NA,1.3,"USP00092N1","US","US","HRV","Reviewed",5516,"",14,8,51.6,33,6,6,5.8,5.4,NA,NA,NA,NA,"AFGHANISTAN","","AFGHANISTAN:  LOWGAR, VARDAK, KABUL",40,70,2,NA,NA,500,3,NA,3,7000,4,7000,4,70,2,NA,NA,500,3,NA,3,7000,4,NA,NA
"76","11","3","1982",-9.265,118.479,"3/11/1982","10:32:27","Earthquake",33,NA,NA,6.4,"MS",NA,15,NA,NA,NA,1.3,"USP0001K2G","US","US","US","Reviewed",6512,"Tsu",10,32,27.7,33,6.4,NA,6.4,6.1,NA,NA,NA,NA,"INDONESIA","","INDONESIA:  SUMBAWA ISLAND REGION",170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","11","3","2010",-34.29,-71.891,"3/11/2010","14:39:44","Earthquake",11,NA,415,6.9,"MWC",NA,NA,12.5,NA,NA,0.85,"USP000H94T","US","US","US","Reviewed",8912,"Tsu",14,39,43.9,11,6.9,6.9,7,6.7,NA,NA,NA,NA,"CHILE","","CHILE:  RANCAGUA",160,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"78","11","3","2011",36.281,141.111,"3/11/2011","6:15:40","Earthquake",42.6,9.6,163,7.9,"MWC",NA,NA,48.4,NA,NA,1.44,"USP000HVPA","US","US","US","Reviewed",9805,"",6,15,40.2,43,7.9,7.9,NA,6.8,NA,NA,NA,NA,"JAPAN","","JAPAN:  NEAR E COAST HONSHU",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","11","3","2011",38.058,144.59,"3/11/2011","6:25:50","Earthquake",18.6,8,507,7.7,"MWC",NA,NA,10.8,NA,NA,0.85,"USP000HVPG","US","US","US","Reviewed",9806,"",6,25,50.3,19,7.6,7.6,NA,7.1,NA,NA,NA,NA,"JAPAN","","JAPAN:  OFF EAST COAST HONSHU",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","11","4","1997",39.527,76.941,"4/11/1997","5:34:43","Earthquake",15,NA,NA,6.2,"MWC",NA,NA,NA,NA,NA,1.02,"USP00080B7","US","US","HRV","Reviewed",5457,"",5,34,42.7,15,6.2,6.2,6.1,5.8,NA,NA,NA,NA,"CHINA","","CHINA:  S. XINJIANG, BACHU, SHULE, YINGJISHA",40,9,1,NA,NA,89,2,NA,4,2000,4,NA,NA,9,1,NA,NA,89,2,NA,4,2000,4,NA,NA
"81","11","4","2006",37.64,20.92,"4/11/2006","0:02:42","Earthquake",18,NA,550,5.5,"MWC",NA,NA,39.7,NA,NA,NA,"USP000EE4T","US","ATH","HRV","Reviewed",7239,"",0,2,41.5,18,5.5,5.5,5.1,5.1,NA,NA,NA,NA,"GREECE","","GREECE:  ZAKYNTHOS",130,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"82","11","4","2011",37.001,140.401,"4/11/2011","8:16:13","Earthquake",11,NA,586,6.6,"MWW",NA,NA,10.1,NA,NA,0.78,"USP000HZQ8","US","US","US","Reviewed",9841,"",8,16,12.7,11,6.6,6.6,6.5,6.4,NA,NA,NA,NA,"JAPAN","","JAPAN:  HONSHU",30,7,1,NA,NA,NA,NA,NA,1,3,1,NA,NA,7,1,NA,NA,NA,NA,NA,1,3,1,NA,NA
"83","11","4","2012",0.802,92.463,"4/11/2012","10:43:11","Earthquake",25.1,7.3,341,8.2,"MWC",NA,NA,14.9,NA,NA,0.9,"USP000JHJB","US","US","US","Reviewed",9880,"Tsu",10,43,10.8,25,8.2,8.2,NA,7.2,NA,NA,NA,NA,"INDONESIA","","INDONESIA:  N SUMATRA:  OFF WEST COAST",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","11","4","2012",2.327,93.063,"4/11/2012","8:38:37","Earthquake",20,NA,499,8.6,"MW",NA,NA,16.6,NA,NA,1.33,"OFFICIAL20120411083836720_20","OFFICIAL","US","OFFICIAL","Reviewed",9879,"Tsu",8,38,36.7,20,8.6,8.6,8.5,7.4,NA,NA,NA,NA,"INDONESIA","","INDONESIA:  N SUMATRA:  OFF WEST COAST",60,10,1,NA,NA,12,1,NA,1,NA,NA,NA,2,10,1,NA,NA,12,1,NA,1,NA,NA,NA,2
"85","11","5","1984",41.831,13.961,"5/11/1984","10:41:50","Earthquake",13.9,1.7,NA,5.5,"MW",NA,NA,NA,NA,NA,1.2,"USP000249A","US","US","HRV","Reviewed",5038,"",10,41,49.9,14,5.2,NA,5.2,5.2,NA,NA,NA,8,"ITALY","","ITALY:  S CENTRAL:  ABRUZZO",130,3,1,NA,NA,63,2,NA,2,NA,NA,NA,NA,3,1,NA,NA,63,2,NA,2,NA,NA,NA,NA
"86","11","5","2013",26.56,57.77,"5/11/2013","2:08:09","Earthquake",15,NA,351,6.1,"MWW",NA,NA,33.1,NA,NA,NA,"USC000GTVS","US","THR","US","Reviewed",9994,"",2,8,8.5,15,6.1,6.1,6.5,5.9,NA,NA,NA,NA,"IRAN","","IRAN:  HORMOZGAN: BASHAGARD",140,1,1,NA,NA,20,1,NA,2,NA,NA,400,3,1,1,NA,NA,20,1,NA,2,NA,NA,400,3
"87","11","6","1981",29.913,57.715,"6/11/1981","7:24:25","Earthquake",33,NA,NA,6.7,"MS",NA,20,NA,NA,NA,1,"USP0001E35","US","US","US","Reviewed",4921,"",7,24,25.2,33,6.7,NA,6.7,6.1,NA,NA,NA,NA,"IRAN","","IRAN:  SE:  GOLBAFT",140,3000,4,NA,NA,NA,3,5,2,NA,NA,NA,NA,3000,4,NA,NA,NA,3,5,2,NA,NA,NA,NA
"88","11","6","1986",10.597,-62.928,"6/11/1986","13:48:01","Earthquake",18.8,NA,NA,6.3,"MW",NA,NA,NA,NA,NA,1.2,"USP0002UZ0","US","US","NC","Reviewed",5099,"",13,48,1.3,19,6.2,NA,6.2,6,NA,NA,NA,7,"VENEZUELA","","VENEZUELA",160,2,1,NA,NA,45,1,1,2,NA,NA,NA,NA,2,1,NA,NA,45,1,1,2,NA,NA,NA,NA
"89","11","6","2012",36.023,69.351,"6/11/2012","5:29:12","Earthquake",16,NA,332,5.7,"MWW",NA,NA,16.4,NA,NA,1.09,"USP000JMMC","US","US","US","Reviewed",9922,"",5,29,11.5,16,5.8,5.8,5.6,5.6,NA,NA,NA,NA,"AFGHANISTAN","","AFGHANISTAN:  HINDU KUSH",40,75,2,NA,NA,13,1,NA,2,143,3,593,3,75,2,NA,NA,13,1,NA,2,143,3,593,3
"90","11","7","1995",21.966,99.196,"7/11/1995","21:46:40","Earthquake",12.5,NA,NA,6.8,"MW",NA,NA,NA,NA,NA,1.3,"USP00070G4","US","US","HRV","Reviewed",5414,"",21,46,39.7,13,6.8,6.8,7.1,6.1,NA,NA,NA,NA,"CHINA","","CHINA: YUNNAN PROVINCE: LANCANG, MENGLIAN; THAILAND",30,11,1,NA,NA,136,3,36.1,4,100000,4,100000,4,11,1,NA,NA,136,3,36.1,4,100000,4,NA,NA
"91","11","7","1999",15.782,-88.33,"7/11/1999","14:14:17","Earthquake",10,NA,NA,6.7,"MWC",NA,NA,NA,NA,NA,1.01,"USP0009BED","US","US","HRV","Reviewed",5525,"",14,14,16.5,10,6.7,6.7,6.6,6,NA,NA,NA,NA,"GUATEMALA","","GUATEMALA:  IZABAL-PUERTO BARRIOS; HONDURAS:  W",100,2,1,NA,NA,40,1,NA,2,7,1,7,1,2,1,NA,NA,40,1,NA,2,7,1,4,1
"92","11","8","1988",29.974,51.679,"8/11/1988","16:04:46","Earthquake",33,NA,NA,6.1,"MW",NA,NA,NA,NA,NA,1.3,"USP0003JW2","US","US","HRV","Reviewed",5166,"",16,4,45.6,33,6.1,NA,6.1,5.7,NA,NA,NA,NA,"IRAN","","IRAN:  S, MAMASANI, BUSHEHR, NURABAD",140,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","11","8","1992",32.536,141.641,"8/11/1992","15:14:55","Earthquake",15.5,NA,NA,6.4,"MWB",NA,NA,NA,NA,NA,1.1,"USP0005CA9","US","US","US","Reviewed",9818,"Tsu",15,14,55.1,16,6.3,NA,6.3,5.8,NA,NA,NA,NA,"JAPAN","","JAPAN:  HONSHU:  S",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","11","8","2003",1.142,128.152,"8/11/2003","0:19:09","Earthquake",10,NA,185,6,"MWB",NA,NA,67.8,NA,NA,1.11,"USP000C4KV","US","US","US","Reviewed",5713,"",0,19,9.2,10,6,6,5.6,5.7,NA,NA,NA,NA,"INDONESIA","","INDONESIA:  HALMAHERA:  WASILE",170,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,200,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,200,3
"95","11","8","2004",38.377,39.261,"8/11/2004","15:48:27","Earthquake",7.4,4.9,487,5.7,"MWC",NA,NA,58,NA,NA,1.1,"USP000D1YJ","US","US","HRV","Reviewed",5797,"",15,48,26.8,7,5.7,5.7,5.5,5.3,NA,NA,NA,NA,"TURKEY","","TURKEY:  ELAZIG, SIVRICE",140,1,1,NA,NA,11,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,11,1,NA,1,NA,NA,NA,NA
"96","11","8","2011",39.955,77.028,"8/11/2011","10:06:29","Earthquake",10,NA,239,5.6,"MWW",NA,NA,22.2,NA,NA,0.95,"USP000J6A4","US","US","US","Reviewed",9872,"",10,6,29.3,10,5.7,5.7,5.3,5.3,NA,NA,NA,NA,"CHINA","","CHINA:  XINJIANG PROVINCE:  SOUTHERN, KASHI",40,NA,NA,NA,NA,21,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,21,1,NA,2,NA,NA,NA,NA
"97","11","8","2012",38.329,46.826,"8/11/2012","12:23:18","Earthquake",11,NA,510,6.4,"MWW",NA,NA,21.2,NA,NA,1.23,"USP000JQ5P","US","US","US","Reviewed",9928,"",12,23,18.1,11,6.5,6.5,6.7,6.2,NA,NA,NA,NA,"IRAN","","IRAN:  AHAR, HARIS, VARZAGAN",140,306,3,NA,NA,3000,4,NA,4,NA,4,NA,4,306,3,NA,NA,3000,4,NA,4,NA,4,NA,4
"98","11","9","1976",46.28,13.157,"9/11/1976","16:31:12","Earthquake",16,NA,NA,5.5,"MS",NA,NA,NA,NA,NA,NA,"USP0000JBC","US","US","US","Reviewed",4742,"",16,31,12,16,5.5,NA,5.5,5.2,NA,NA,NA,7,"ITALY","","ITALY:  NORTHEASTERN",130,5,1,NA,NA,NA,2,NA,2,NA,NA,NA,NA,5,1,NA,NA,NA,2,NA,2,NA,NA,NA,NA
"99","11","9","1992",-6.087,26.651,"9/11/1992","3:57:27","Earthquake",10.8,NA,NA,6.4,"MWB",NA,NA,NA,NA,NA,1,"USP0005DUR","US","US","US","Reviewed",5338,"",3,57,26.5,11,7,NA,7,6.7,NA,NA,NA,NA,"CONGO","","CONGO:  KABALO",10,8,1,NA,NA,37,1,NA,1,NA,2,NA,NA,8,1,NA,NA,37,1,NA,1,NA,2,NA,NA
"100","11","9","2008",41.892,143.754,"9/11/2008","0:20:51","Earthquake",25,NA,500,6.8,"MWC",NA,NA,22.2,NA,NA,1.08,"USP000GGU8","US","US","US","Reviewed",8134,"Tsu",0,20,50.9,25,6.8,6.8,7,6.1,NA,NA,NA,NA,"JAPAN","","JAPAN:  HOKKAIDO",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","12","1","1982",13.158,-87.589,"1/12/1982","5:48:18","Earthquake",6.4,1.7,NA,6,"MS",NA,16,NA,NA,NA,1.2,"USP0001J01","US","US","US","Reviewed",4937,"",5,48,17.6,6,6,NA,6,5.8,NA,NA,NA,NA,"HONDURAS","","HONDURAS:  AMPALA, MASAYA",100,NA,NA,NA,NA,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,NA,NA,NA,NA
"102","12","10","1979",-46.675,165.707,"10/12/1979","10:25:22","Earthquake",33,NA,NA,7.4,"MS",NA,NA,NA,NA,NA,NA,"USP00013CK","US","US","US","Reviewed",4846,"",10,25,22.3,33,7.5,NA,7.5,6.1,NA,NA,NA,5,"NEW ZEALAND","","NEW ZEALAND:  W OF NORTH ISLAND",170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","12","10","1987",-7.288,154.371,"10/12/1987","13:57:05","Earthquake",24.7,4.8,NA,7,"MW",NA,NA,NA,NA,NA,1.1,"USP000396S","US","US","HRV","Reviewed",6471,"Tsu",13,57,4.7,25,6.8,NA,6.8,6.3,NA,NA,NA,NA,"PAPUA NEW GUINEA","","PAPUA NEW GUINEA:  SOLOMON SEA",170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","12","10","1992",29.778,31.144,"10/12/1992","13:09:56","Earthquake",21.5,NA,NA,5.8,"MW",NA,NA,NA,NA,NA,1.2,"USP0005F89","US","US","HRV","Reviewed",5339,"",13,9,55.5,22,5.3,NA,5.3,5.9,NA,NA,NA,NA,"EGYPT","","EGYPT:  CAIRO",15,545,3,NA,NA,6512,4,1200,4,9350,4,9350,4,545,3,NA,NA,6512,4,1200,4,9350,4,NA,NA
"105","12","10","2001",12.686,144.98,"10/12/2001","15:02:17","Earthquake",37,NA,482,7,"MWC",NA,NA,NA,NA,NA,1.15,"USP000AQSU","US","US","HRV","Reviewed",5609,"",15,2,16.8,37,7,7,7.3,6.7,NA,NA,NA,8,"USA TERRITORY","GU","GUAM",170,NA,NA,NA,NA,1,1,NA,2,NA,3,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,3,NA,NA
"106","12","10","2001",52.63,-132.2,"10/12/2001","5:02:34","Earthquake",20,NA,432,6.1,"MWC",NA,NA,NA,NA,NA,NA,"USP000AQRG","US","PGC","HRV","Reviewed",10203,"Tsu",5,2,34,20,6.1,6.1,5.8,5.6,NA,NA,NA,NA,"CANADA","BC","CANADA:  QUEEN CHARLOTTE ISLANDS",150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","12","11","1988",18.068,-76.597,"11/12/1988","3:34:49","Earthquake",16.1,NA,NA,5.5,"MW",NA,NA,NA,NA,NA,1.1,"USP0003NTG","US","US","HRV","Reviewed",5180,"",3,34,48.6,16,4.7,NA,4.7,5.4,NA,NA,NA,6,"JAMAICA","","JAMAICA:  ST ANDREW, JACKS HILL",90,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"108","12","11","1996",-14.993,-75.675,"11/12/1996","16:59:44","Earthquake",33,NA,NA,7.7,"MWC",NA,NA,NA,NA,NA,1.11,"USP0007SWP","US","US","HRV","Reviewed",5442,"Tsu",16,59,44,33,7.7,7.7,7.3,6.5,NA,NA,NA,8,"PERU","","PERU:  CHINCHA ALTA, ACARI, NAZCA, MARCONA",160,14,1,NA,NA,560,3,NA,4,NA,NA,4000,4,14,1,NA,NA,560,3,NA,4,NA,NA,4000,4
"109","12","11","1999",40.758,31.161,"11/12/1999","16:57:20","Earthquake",10,NA,NA,7.2,"MWC",NA,NA,NA,NA,NA,1.11,"USP0009HEV","US","US","HRV","Reviewed",5543,"",16,57,19.5,10,7.2,7.2,7.5,6.3,NA,NA,NA,9,"TURKEY","","TURKEY:  BOLU-DUZCE-KAYNASLI, ADAPAZARI, ZONGULDAK",140,894,3,NA,NA,4948,4,1000,4,NA,NA,NA,NA,894,3,NA,NA,4948,4,1000,4,NA,NA,NA,NA
"110","12","12","1979",1.598,-79.358,"12/12/1979","7:59:03","Earthquake",24,NA,NA,7.7,"MS",NA,NA,NA,NA,NA,NA,"USP00014EY","US","US","US","Reviewed",4863,"Tsu",7,59,3.3,33,7.7,NA,7.7,6.4,NA,NA,NA,9,"COLOMBIA","","COLOMBIA: OFF SHORE, PACIFIC OCEAN",160,600,3,NA,NA,20000,4,8,3,10000,4,NA,NA,600,3,NA,NA,20000,4,8,3,10000,4,NA,NA
